COUNTRY CODE,YEAR,OOPEXP_PC_HEALTHXP,OOPEXP_USD_CAP,OOPEXP_PC_GDP,VOLUNTARY_PC_GDP,COMPULSORY_PC_GDP,TOT_USD_CAP,COMPULSORY_PC_HEALTHXP,TOT_PC_GDP,VOLUNTARY_USD_CAP,VOLUNTARY_PC_HEALTHXP,COMPULSORY_USD_CAP
SWE,2009,16.43,568.556,1.446,1.541,7.26,3460.46,82.487,8.802,606.015,17.513,2854.446
IRL,2009,12.701,490.794,1.332,2.404,8.082,3864.356,77.072,10.487,886.031,22.928,2978.325
CAN,1990,14.964,254.274,1.252,2.152,6.212,1699.253,74.269,8.364,437.234,25.731,1262.019
CAN,1991,14.7,265.285,1.33,2.325,6.723,1804.656,74.306,9.048,463.697,25.694,1340.96
CAN,1992,14.687,278.596,1.366,2.434,6.867,1896.876,73.834,9.3,496.337,26.166,1400.538
CAN,1993,15.358,296.462,1.411,2.535,6.651,1930.297,72.405,9.186,532.657,27.595,1397.64
CAN,1994,16.024,314.322,1.416,2.519,6.316,1961.618,71.485,8.835,559.347,28.515,1402.272
CAN,1995,16.499,327.392,1.408,2.478,6.053,1984.346,70.949,8.532,576.463,29.051,1407.882
ZAF,2009,9.253,73.017,0.658,4.368,2.746,789.11,38.603,7.115,484.49,61.397,304.62
CAN,1996,16.75,334.855,1.396,2.454,5.881,1999.174,70.554,8.335,588.686,29.446,1410.488
CAN,1997,17.371,363.29,1.445,2.515,5.802,2091.353,69.762,8.317,632.393,30.238,1458.961
CAN,1998,16.748,368.417,1.431,2.542,6.004,2199.827,70.253,8.547,654.384,29.747,1545.443
ZAF,2006,11.77,78.319,0.775,4.162,2.425,665.413,36.822,6.587,420.394,63.178,245.02
CAN,1999,17.068,388.847,1.422,2.519,5.81,2278.254,69.758,8.329,688.986,30.242,1589.268
ZAF,2005,12.355,75.684,0.829,4.294,2.411,612.556,35.96,6.706,392.28,64.04,220.276
ZAF,2008,10.139,76.596,0.664,3.992,2.554,755.476,39.021,6.546,460.682,60.979,294.794
ZAF,2007,11.037,77.821,0.71,3.986,2.446,705.094,38.028,6.431,436.959,61.972,268.135
SWE,2011,14.596,651.237,1.525,1.625,8.821,4461.676,84.441,10.446,694.2,15.559,3767.476
SWE,2010,16.456,564.925,1.372,1.466,6.869,3432.854,82.411,8.336,603.788,17.589,2829.065
SWE,2013,14.922,706.03,1.633,1.748,9.197,4731.449,84.029,10.945,755.637,15.971,3975.813
SWE,2012,14.813,693.214,1.595,1.7,9.066,4679.801,84.214,10.766,738.762,15.786,3941.04
SWE,2015,14.889,744.782,1.612,1.724,9.104,5002.138,84.078,10.828,796.434,15.922,4205.704
SWE,2014,14.92,725.939,1.638,1.754,9.227,4865.571,84.027,10.98,777.163,15.973,4088.408
SWE,2017,14.08,748.81,1.52,1.645,9.15,5318.124,84.759,10.795,810.556,15.241,4507.569
SWE,2016,14.488,742.042,1.57,1.689,9.15,5121.772,84.419,10.839,798.042,15.581,4323.73
SWE,2019,13.635,788.401,1.484,1.608,9.274,5782.292,85.226,10.882,854.283,14.774,4928.009
SWE,2018,13.776,748.529,1.5,1.623,9.263,5433.728,85.092,10.886,810.052,14.908,4623.676
ZAF,2002,14.003,73.994,0.964,4.581,2.302,528.404,33.439,6.883,351.709,66.561,176.695
ZAF,2001,14.335,77.199,1.068,4.748,2.703,538.555,36.273,7.451,343.204,63.727,195.351
ZAF,2004,12.86,74.558,0.876,4.347,2.464,579.744,36.179,6.811,369.999,63.821,209.745
ZAF,2003,13.439,74.785,0.929,4.548,2.366,556.463,34.226,6.914,366.006,65.774,190.457
ZAF,2000,15.12,77.784,1.125,4.701,2.736,514.454,36.789,7.437,325.192,63.211,189.261
ZAF,2017,7.767,83.289,0.63,4.642,3.471,1072.354,42.784,8.113,613.553,57.216,458.801
ZAF,2016,7.749,81.833,0.627,4.621,3.474,1056.087,42.916,8.096,602.857,57.084,453.23
ZAF,2013,8.065,80.205,0.623,4.385,3.336,994.473,43.208,7.721,564.779,56.792,429.694
ZAF,2012,8.121,78.89,0.63,4.393,3.36,971.397,43.337,7.753,550.423,56.663,420.974
ZAF,2015,7.699,81.849,0.631,4.699,3.502,1063.175,42.707,8.201,609.12,57.293,454.055
ZAF,2014,7.905,80.993,0.627,4.522,3.408,1024.519,42.973,7.93,584.253,57.027,440.267
ZAF,2011,8.399,76.932,0.63,4.311,3.187,915.984,42.504,7.497,526.651,57.496,389.333
ZAF,2010,8.506,73.257,0.631,4.386,3.029,861.197,40.852,7.415,509.379,59.148,351.817
CHL,2011,34.499,467.621,2.336,2.745,4.026,1355.452,59.458,6.772,549.526,40.542,805.926
CHL,2010,34.468,432.312,2.335,2.776,3.999,1254.254,59.027,6.775,513.902,40.973,740.353
CHL,2015,34.509,635.406,2.865,3.425,4.878,1841.263,58.746,8.303,759.59,41.254,1081.673
CHL,2014,34.269,601.412,2.675,3.205,4.602,1754.988,58.948,7.807,720.459,41.052,1034.529
CHL,2013,33.638,557.761,2.504,3.026,4.419,1658.112,59.352,7.445,673.943,40.645,984.124
CHL,2012,33.408,496.198,2.346,2.809,4.212,1485.284,59.996,7.021,594.167,40.004,891.117
CHL,2019,33.86,731.166,3.082,3.704,5.398,2159.354,59.305,9.102,878.741,40.695,1280.613
CHL,2018,33.236,706.569,3.038,3.626,5.514,2125.946,60.33,9.141,843.361,39.67,1282.585
CHL,2017,33.305,676.065,3.02,3.614,5.454,2029.916,60.146,9.068,809.011,39.854,1220.905
CHL,2016,34.751,645.602,2.96,3.536,4.983,1857.803,58.492,8.519,771.136,41.508,1086.667
DEU,2007,14.266,534.876,1.434,2.52,7.531,3749.268,74.923,10.051,940.201,25.077,2809.067
DEU,2006,14.362,511.91,1.462,2.552,7.628,3564.316,74.935,10.18,893.399,25.065,2670.918
DEU,2009,13.743,572.833,1.544,1.873,9.365,4168.113,83.337,11.238,694.567,16.664,3473.561
DEU,2008,13.969,552.496,1.432,2.557,7.694,3955.03,75.053,10.251,986.678,24.947,2968.352
DEU,2003,12.709,423.097,1.322,2.38,8.022,3329.073,77.116,10.402,761.84,22.884,2567.233
DEU,2002,12.449,403.305,1.268,2.28,7.904,3239.755,77.615,10.184,725.214,22.385,2514.541
DEU,2005,13.979,479.461,1.441,2.543,7.769,3429.941,75.339,10.311,845.831,24.66,2584.095
DEU,2004,13.886,470.919,1.409,2.48,7.666,3391.429,75.553,10.146,829.098,24.447,2562.316
DEU,2001,12.16,365.741,1.206,2.177,7.743,3007.731,78.053,9.92,660.1,21.947,2347.631
DEU,2000,12.162,351.988,1.203,2.166,7.722,2894.162,78.096,9.888,633.951,21.904,2260.211
CZE,1970,,,,,,,100,,,,
CHL,2000,42.815,253.166,3.012,3.283,3.752,591.302,53.327,7.035,275.976,46.673,315.326
CHL,2004,41.844,320.763,2.888,3.244,3.658,766.566,52.998,6.901,360.298,47.002,406.268
CHL,2003,42.764,302.213,3.136,3.504,3.829,706.703,52.211,7.333,337.725,47.789,368.978
CHL,2002,42.484,277.295,3.087,3.429,3.837,652.705,52.811,7.266,308.003,47.189,344.702
CHL,2001,42.615,264.608,3.047,3.381,3.77,620.924,52.718,7.151,293.586,47.282,327.338
CHL,2008,37.43,422.743,2.523,2.939,3.802,1129.411,56.402,6.74,492.398,43.598,637.013
CHL,2007,39.187,415.668,2.42,2.78,3.395,1060.721,54.98,6.175,477.532,45.02,583.189
CHL,2006,40.75,390.989,2.459,2.771,3.265,959.483,54.093,6.035,440.466,45.907,519.017
CHL,2005,42.471,344.308,2.798,3.101,3.487,810.691,52.929,6.589,381.597,47.071,429.094
CHL,2009,34.468,451.723,2.693,3.201,4.612,1310.57,59.027,7.814,536.976,40.973,773.595
CZE,1985,3.706,,,,,,96.294,,,3.706,
CZE,1989,4.045,,,,,,95.955,,,4.045,
CZE,1990,2.939,14.462,0.11,0.11,3.626,492.039,97.061,3.736,14.462,2.939,477.577
CZE,1992,5.255,24.368,0.21,0.21,3.785,463.679,94.745,3.995,24.368,5.255,439.311
CZE,1991,3.774,16.583,0.146,0.146,3.726,439.408,96.226,3.872,16.583,3.774,422.825
CHE,2018,27.982,2037.028,3.323,4.229,7.647,7279.792,64.387,11.876,2592.53,35.613,4687.263
CHE,2017,26.406,1858.188,3.141,4.06,7.835,7037.022,65.87,11.895,2401.735,34.13,4635.287
CHE,2019,27.999,2164.995,3.4,4.31,7.832,7732.412,64.503,12.142,2744.798,35.497,4987.614
CZE,1975,3.549,,,,,,96.451,,,3.549,
CHE,2010,26.188,1332.185,2.691,3.67,6.606,5086.992,64.287,10.276,1816.73,35.713,3270.262
CHE,2012,25.865,1439.49,2.746,3.592,7.026,5565.318,66.169,10.618,1882.817,33.831,3682.501
CHE,2011,25.645,1348.838,2.652,3.639,6.701,5259.579,64.806,10.341,1851.03,35.194,3408.548
CHE,2014,26.037,1603.512,2.862,3.728,7.266,6158.683,66.088,10.994,2088.513,33.912,4070.17
CHE,2013,25.163,1490.628,2.725,3.578,7.252,5923.914,66.963,10.831,1957.098,33.037,3966.816
CHE,2016,26.572,1808.98,3.111,4.044,7.665,6807.813,65.466,11.709,2351.016,34.534,4456.797
CZE,1980,3.458,,,,,,96.542,,,3.458,
CHE,2015,25.858,1672.383,2.94,3.839,7.53,6467.527,66.231,11.369,2184.007,33.769,4283.519
OAVG,2007,,,,,,2741.630111,,7.857,,,
COL,2015,15.916,163.53,1.172,1.821,5.542,1027.482,75.267,7.363,254.126,24.733,773.356
CHE,2007,27.333,1256.124,2.632,3.618,6.012,4595.574,62.432,9.629,1726.487,37.568,2869.087
OAVG,2008,,,,,,2915.553139,,8.142,,,
COL,2016,16.366,175.165,1.181,1.869,5.345,1070.282,74.092,7.214,277.293,25.908,792.989
CHE,2006,27.349,1157.266,2.685,3.686,6.132,4231.403,62.456,9.818,1588.622,37.544,2642.782
OAVG,2005,,,,,,2447.454333,,7.932,,,
COL,2013,16.148,161.836,1.21,1.785,5.707,1002.184,76.178,7.492,238.74,23.822,763.444
CHE,2009,26.201,1328.761,2.72,3.729,6.651,5071.357,64.077,10.379,1821.797,35.923,3249.56
OAVG,2006,,,,,,2588.005278,,7.874,,,
COL,2014,16.288,163.515,1.173,1.778,5.425,1003.901,75.313,7.203,247.833,24.687,756.068
CHE,2008,26.498,1299.735,2.584,3.554,6.2,4905.058,63.563,9.754,1787.234,36.437,3117.823
OAVG,2003,,,,,,2220.786611,,7.865,,,
COL,2011,15.316,122.988,1.039,1.631,5.15,803.016,75.953,6.781,193.098,24.047,609.917
OAVG,2004,,,,,,2365.365306,,7.903,,,
COL,2012,17.859,151.847,1.205,1.762,4.984,850.274,73.875,6.746,222.137,26.125,628.137
COL,2010,17.004,,1.202,1.781,5.29,,74.813,7.071,,25.187,
CHE,2001,30.12,1069.983,2.931,3.953,5.777,3552.422,59.371,9.73,1443.33,40.629,2109.092
CHE,2000,31.041,1032.02,2.91,3.927,5.448,3324.741,58.116,9.375,1392.55,41.884,1932.19
COL,2019,,,,1.895,5.365,1212.604,73.894,7.26,316.565,26.106,896.039
CHE,2003,28.623,1120.542,2.977,3.991,6.409,3914.894,61.628,10.4,1502.231,38.372,2412.664
CHE,2002,29.05,1129.181,2.945,3.959,6.179,3887.068,60.95,10.138,1517.897,39.05,2369.172
OAVG,2009,,,,,,3010.638583,,8.83,,,
COL,2017,16.308,177.326,1.178,1.914,5.31,1087.328,73.502,7.224,288.116,26.498,799.212
CHE,2005,27.144,1114.55,2.794,3.803,6.491,4106.058,63.058,10.294,1516.85,36.942,2589.208
COL,2018,,,,1.885,5.497,1160.486,74.466,7.382,296.323,25.534,864.163
CHE,2004,28.757,1181.326,3.013,4.027,6.452,4107.913,61.571,10.479,1578.617,38.429,2529.296
OAVG,2018,,,,,,3984.285162,,8.767,,,
COL,2004,13.759,,0.798,1.392,4.407,,75.994,5.799,,24.006,
CZE,1994,7.012,50.957,0.387,0.387,5.127,726.668,92.988,5.513,50.957,7.012,675.711
OAVG,2019,,,,,,4224.144054,,8.842,,,
COL,2005,16.408,,0.995,1.568,4.499,,74.158,6.067,,25.842,
CZE,1993,5.951,39.262,0.318,0.318,5.033,659.727,94.049,5.351,39.262,5.951,620.466
OAVG,2016,,,,,,3682.954054,,8.776,,,
COL,2002,11.49,,0.659,1.238,4.495,,78.404,5.733,,21.596,
CZE,1996,10.314,88.863,0.58,0.58,5.04,861.559,89.686,5.62,88.863,10.314,772.699
OAVG,2017,,,,,,3829.118,,8.742,,,
COL,2003,8.604,,0.497,1.167,4.608,,79.788,5.775,,20.212,
CZE,1995,10.279,83.447,0.59,0.59,5.147,811.849,89.721,5.736,83.447,10.279,728.397
OAVG,2014,,,,,,3412.932324,,8.703,,,
COL,2000,13.691,,0.772,1.324,4.312,,76.511,5.635,,23.489,
CZE,1998,10.497,93.384,0.59,0.59,5.03,889.615,89.503,5.62,93.384,10.497,796.232
OAVG,2015,,,,,,3514.68427,,8.707,,,
COL,2001,13.398,,0.796,1.365,4.577,,77.025,5.942,,22.975,
CZE,1997,10.626,92.59,0.598,0.598,5.033,871.358,89.374,5.631,92.59,10.626,778.768
OAVG,2012,,,,,,3211.788838,,8.691,,,
OAVG,2013,,,,,,3337.549757,,8.731,,,
CZE,1999,9.992,95.105,0.579,0.579,5.217,951.854,90.008,5.796,95.105,9.992,856.749
OAVG,2010,,,,,,3093.339,,8.696,,,
OAVG,2011,,,,,,3113.249649,,8.643,,,
COL,2008,20.853,,1.427,1.931,4.911,,71.772,6.842,,28.228,
COL,2009,18.015,,1.317,1.873,5.438,,74.379,7.311,,25.621,
COL,2006,17.933,,1.136,1.623,4.712,,74.376,6.336,,25.624,
COL,2007,19.249,,1.249,1.742,4.749,,73.16,6.491,,26.84,
TUR,1989,43.118,55.153,0.981,0.981,1.294,127.912,56.882,2.275,55.153,43.118,72.759
MEX,1999,50.973,242.832,2.24,2.337,2.058,476.39,46.823,4.395,253.331,53.177,223.059
TUR,1985,51.389,35.621,0.766,0.766,0.724,69.317,48.611,1.49,35.621,51.389,33.696
TUR,1986,60.465,57.876,1.109,1.109,0.725,95.719,39.535,1.835,57.876,60.465,37.842
TUR,1987,63.077,62.296,1.196,1.196,0.7,98.762,36.923,1.896,62.296,63.077,36.466
TUR,1988,50.678,60.394,1.051,1.051,1.023,119.172,49.322,2.074,60.394,50.678,58.779
TUR,1992,31.439,57.169,0.864,0.908,1.84,181.84,66.965,2.747,60.071,33.035,121.769
TUR,1993,31.497,61.755,0.849,0.906,1.789,196.065,66.395,2.695,65.888,33.605,130.177
TUR,1994,30.074,53.753,0.789,0.817,1.807,178.732,68.866,2.624,55.646,31.134,123.086
TUR,1995,29.679,51.823,0.727,0.727,1.721,174.611,70.317,2.448,51.823,29.679,122.782
TUR,1990,40.121,60.901,0.983,0.983,1.467,151.795,59.879,2.451,60.901,40.121,90.894
TUR,1991,36.988,64.553,1.031,1.034,1.752,174.525,62.888,2.786,64.77,37.112,109.755
TUR,1996,30.845,70.918,0.874,0.874,1.96,229.92,69.155,2.834,70.918,30.845,159.002
TUR,1997,,,,0.869,2.191,265.226,71.612,3.06,75.291,28.388,189.935
TUR,1998,,,,0.985,2.524,299.833,71.927,3.509,84.171,28.073,215.662
TUR,1999,30.292,111.809,1.353,1.786,2.679,369.102,60.001,4.465,147.638,39.999,221.466
DEU,2018,12.507,778.403,1.435,1.771,9.7,6223.787,84.56,11.471,960.946,15.44,5262.825
DEU,2017,12.653,760.514,1.439,1.761,9.614,6010.556,84.522,11.374,930.332,15.478,5080.225
DEU,2019,12.036,799.853,1.403,1.749,9.905,6645.757,84.989,11.654,997.609,15.011,5648.148
DEU,2014,12.874,662.845,1.418,1.74,9.276,5148.74,84.205,11.016,813.229,15.795,4335.51
DEU,2013,13.184,652.449,1.449,1.777,9.215,4948.699,83.833,10.992,800.052,16.167,4148.631
DEU,2016,12.875,729.713,1.446,1.763,9.47,5667.773,84.309,11.233,889.324,15.691,4778.465
DEU,2015,12.962,686.293,1.447,1.767,9.397,5294.552,84.173,11.164,837.929,15.826,4456.607
DEU,2010,13.803,610.287,1.532,1.859,9.238,4421.512,83.244,11.097,740.85,16.756,3680.662
DEU,2012,14.03,665.385,1.522,1.847,8.999,4742.711,82.968,10.847,807.785,17.032,3934.91
DEU,2011,13.848,632.265,1.492,1.82,8.956,4565.75,83.109,10.776,771.188,16.891,3794.562
TUR,2019,,,,0.952,3.431,1339.511,78.277,4.383,290.984,21.723,1048.527
TUR,2018,17.491,214.019,0.728,0.941,3.22,1223.568,77.382,4.162,276.743,22.618,946.825
TUR,2004,20.182,112.734,1.001,1.403,3.556,558.574,71.703,4.959,158.06,28.297,400.514
TUR,2003,18.931,96.486,0.958,1.457,3.602,509.682,71.207,5.059,146.753,28.793,362.929
TUR,2006,23.648,160.253,1.227,1.616,3.572,677.662,68.852,5.188,211.077,31.148,466.585
TUR,2005,24.178,142.198,1.195,1.594,3.348,588.128,67.746,4.942,189.694,32.254,398.434
TUR,2000,28.906,124.827,1.336,1.772,2.85,431.839,61.671,4.622,165.52,38.329,266.321
TUR,2002,20.321,105.664,1.037,1.532,3.569,519.978,69.974,5.101,156.127,30.026,363.852
TUR,2001,23.432,110.739,1.154,1.613,3.312,472.595,67.251,4.924,154.768,32.749,317.827
TUR,2008,19.182,154.807,1.009,1.436,3.823,807.052,72.694,5.259,220.375,27.306,586.677
TUR,2007,23.885,175.096,1.261,1.648,3.632,733.085,68.783,5.281,228.84,31.216,504.241
TUR,2009,14.508,118.534,0.803,1.079,4.455,817.024,80.498,5.534,159.336,19.502,657.688
DEU,1999,11.672,314.897,1.145,2.091,7.716,2697.878,78.675,9.807,575.321,21.325,2122.557
TUR,2015,16.948,176.326,0.701,0.905,3.234,1040.373,78.134,4.139,227.49,21.866,812.883
TUR,2014,17.725,178.451,0.771,0.974,3.374,1006.772,77.605,4.347,225.465,22.395,781.307
TUR,2017,17.384,206.439,0.732,0.939,3.272,1187.518,77.711,4.211,264.69,22.289,922.828
TUR,2016,16.466,185.856,0.71,0.93,3.384,1128.718,78.442,4.314,243.327,21.558,885.391
TUR,2011,15.895,141.198,0.745,0.978,3.709,888.309,79.129,4.688,185.4,20.871,702.909
TUR,2010,16.872,142.274,0.853,1.112,3.942,843.265,78,5.054,185.523,22,657.743
TUR,2013,16.927,160.421,0.745,0.953,3.451,947.74,78.35,4.404,205.182,21.65,742.558
TUR,2012,15.932,142.55,0.713,0.933,3.545,894.741,79.172,4.478,186.36,20.828,708.381
HRV,2012,11.751,181.953,0.894,1.434,6.178,1548.441,81.165,7.611,291.653,18.835,1256.787
HRV,2011,12.371,186.138,0.939,1.541,6.05,1504.653,79.702,7.591,305.42,20.298,1199.233
HRV,2010,13.957,217.909,1.131,1.179,6.924,1561.315,85.446,8.104,227.23,14.554,1334.086
HRV,2009,13.747,213.892,1.124,1.216,6.96,1555.958,85.126,8.176,231.44,14.874,1324.518
HRV,2008,14.514,225.05,1.121,1.169,6.557,1550.585,84.865,7.726,234.673,15.135,1315.911
HRV,2007,12.394,172.436,0.925,0.995,6.468,1391.261,86.668,7.463,185.483,13.332,1205.778
HRV,2006,13.315,156.705,0.929,0.993,5.984,1176.935,85.774,6.977,167.433,14.226,1009.503
HRV,2005,13.391,141.722,0.925,0.972,5.934,1058.366,85.928,6.906,148.937,14.072,909.429
HRV,2004,18.122,178.71,1.19,1.258,5.312,986.171,80.853,6.569,188.818,19.147,797.354
HRV,2003,16.643,149.452,1.058,1.118,5.239,898,82.406,6.357,157.991,17.594,740.009
ISL,1973,,,,0.816,3.752,257.678,82.143,4.568,46.014,17.857,211.664
CZE,2016,15.024,401.268,1.074,1.289,5.861,2670.883,81.978,7.15,481.357,18.022,2189.526
ISL,1974,,,,0.653,4.563,338.022,87.484,5.215,42.306,12.516,295.716
CZE,2015,14.828,377.458,1.074,1.277,5.966,2545.511,82.371,7.243,448.75,17.629,2096.761
ISL,1971,,,,1.7,3.386,221.653,66.578,5.085,74.081,33.422,147.572
CZE,2018,14.191,449.937,1.085,1.297,6.349,3170.668,83.032,7.647,537.994,16.968,2632.674
ISL,1972,,,,0.916,4.069,243.177,81.622,4.985,44.692,18.378,198.485
CZE,2017,14.809,428.195,1.071,1.295,5.936,2891.435,82.094,7.231,517.742,17.906,2373.693
ISL,1970,,,,1.579,3.081,165.867,66.204,4.653,56.287,33.935,109.81
CZE,2019,,,,1.296,6.462,3426.039,83.291,7.759,572.443,16.709,2853.596
ISL,1979,,,,0.668,5.696,686.007,89.504,6.363,72.003,10.496,614.004
ISL,1977,,,,0.668,4.565,451.489,87.228,5.233,57.662,12.772,393.827
ISL,1978,,,,0.587,5.044,557.409,89.583,5.63,58.063,10.417,499.346
ISL,1975,,,,0.725,4.909,358.793,87.131,5.633,46.173,12.869,312.62
ISL,1976,,,,0.689,4.596,380.957,86.957,5.286,49.69,13.043,331.267
ISL,1984,,,,0.893,5.626,962.085,86.306,6.519,131.75,13.694,830.335
CZE,2005,11.093,168.988,0.708,0.84,5.541,1523.395,86.839,6.381,200.487,13.161,1322.908
ISL,1985,13.638,142.566,0.921,0.921,5.831,1045.346,86.362,6.751,142.566,13.638,902.779
CZE,2004,10.705,156.724,0.684,0.716,5.669,1464.026,88.781,6.385,164.247,11.219,1299.779
ISL,1982,,,,0.727,5.581,924.467,88.477,6.307,106.529,11.523,817.938
CZE,2007,13.631,226.256,0.82,0.921,5.095,1659.864,84.69,6.016,254.127,15.31,1405.737
ISL,1983,,,,0.759,6.157,983.411,89.021,6.916,107.964,10.979,875.447
CZE,2006,11.646,181.566,0.722,0.848,5.348,1559.038,86.316,6.196,213.336,13.684,1345.702
MEX,2019,,,,2.709,2.768,1153.581,50.536,5.477,570.609,49.464,582.972
ISL,1980,,,,0.726,5.167,721.181,87.685,5.893,88.811,12.315,632.371
CZE,2009,15.051,309.091,1.098,1.22,6.073,2053.686,83.27,7.293,343.58,16.73,1710.106
ISL,1981,,,,0.709,5.312,821.812,88.229,6.021,96.731,11.771,725.08
CZE,2008,16.133,294.094,1.026,1.138,5.222,1822.937,82.104,6.36,326.235,17.896,1496.702
MEX,2017,41.283,461.948,2.278,2.676,2.843,1118.972,51.512,5.519,542.562,48.488,576.41
MEX,2018,41.423,474.254,2.26,2.682,2.773,1144.895,50.839,5.455,562.843,49.161,582.052
MEX,2015,41.37,441.513,2.379,2.751,3.001,1067.229,52.169,5.752,510.47,47.831,556.759
MEX,2016,40.378,437.916,2.206,2.605,2.859,1084.536,52.33,5.464,516.999,47.67,567.537
MEX,2013,41.309,423.526,2.454,2.806,3.135,1025.272,52.763,5.941,484.306,47.237,540.966
CZE,2010,15.251,305.183,1.057,1.155,5.773,2001.083,83.333,6.928,333.52,16.667,1667.563
MEX,2014,41.509,414.503,2.328,2.703,2.904,998.577,51.792,5.607,481.391,48.208,517.186
MEX,2011,42.729,402.571,2.436,2.775,2.926,942.155,51.326,5.701,458.58,48.674,483.574
ISL,1988,13.374,213.45,1.065,1.065,6.896,1595.977,86.626,7.961,213.45,13.374,1382.526
CZE,2012,15.291,319.666,1.075,1.143,5.886,2090.485,83.743,7.028,339.847,16.257,1750.638
MEX,2012,42.603,427.677,2.489,2.828,3.014,1003.869,51.592,5.842,485.955,48.408,517.914
ISL,1989,13.964,217.276,1.087,1.087,6.697,1555.965,86.036,7.784,217.276,13.964,1338.689
CZE,2011,15.021,306.723,1.048,1.124,5.852,2041.899,83.883,6.977,329.092,16.117,1712.807
ISL,1986,14.099,175.83,1.016,1.016,6.189,1247.093,85.901,7.205,175.83,14.099,1071.263
CZE,2014,14.082,361.148,1.078,1.325,6.328,2564.609,82.687,7.653,444.018,17.313,2120.591
MEX,2010,45.669,425.344,2.729,3.068,2.907,931.359,48.647,5.975,478.28,51.353,453.079
ISL,1987,13.259,195.01,0.979,0.979,6.401,1470.747,86.741,7.38,195.01,13.259,1275.737
CZE,2013,13.586,332.654,1.061,1.279,6.527,2448.529,83.611,7.807,401.29,16.389,2047.239
ISL,1995,16.524,298.928,1.297,1.297,6.552,1809.098,83.476,7.849,298.928,16.524,1510.17
ISL,1996,17.061,321.729,1.348,1.348,6.551,1885.731,82.939,7.899,321.729,17.061,1564.002
ISL,1993,17.128,290.542,1.353,1.353,6.547,1696.334,82.872,7.9,290.542,17.128,1405.792
ISL,1994,16.852,294.924,1.302,1.302,6.423,1750.058,83.148,7.725,294.924,16.852,1455.134
MEX,2008,48.596,437.303,2.769,3.082,2.617,899.877,45.914,5.699,486.711,54.086,413.166
ISL,1991,13.766,228.673,1.048,1.048,6.562,1661.127,86.234,7.61,228.673,13.766,1432.454
MEX,2009,47.354,432.4,2.903,3.269,2.861,913.125,46.668,6.13,486.984,53.332,426.141
ISL,1992,15.612,259.816,1.22,1.22,6.592,1664.192,84.388,7.812,259.816,15.612,1404.376
MEX,2006,53.764,441.8,3.04,3.233,2.422,821.74,42.827,5.655,469.813,57.173,351.927
MEX,2007,52.497,456.709,3.027,3.24,2.527,869.968,43.818,5.766,488.763,56.182,381.206
ISL,1990,13.813,217.388,1.027,1.027,6.407,1573.807,86.187,7.433,217.388,13.813,1356.419
MEX,2004,53.693,412.127,3.197,3.366,2.587,767.567,43.458,5.954,433.998,56.542,333.569
MEX,2005,54.59,421.211,3.186,3.371,2.465,771.596,42.237,5.836,445.701,57.763,325.896
MEX,2002,54.359,326.422,2.757,2.907,2.165,600.49,42.689,5.072,344.144,57.311,256.346
MEX,2003,55.664,383.254,3.237,3.401,2.414,688.517,41.509,5.815,402.719,58.491,285.798
MEX,2000,52.224,270.153,2.323,2.437,2.012,517.3,45.217,4.449,283.39,54.783,233.909
ISL,1999,18.9,486.784,1.674,1.674,7.185,2575.561,81.1,8.859,486.784,18.9,2088.777
MEX,2001,53.428,303.165,2.575,2.711,2.109,567.423,43.758,4.82,319.132,56.242,248.291
ISL,1997,18.345,370.114,1.422,1.422,6.331,2017.547,81.655,7.753,370.114,18.345,1647.432
ISL,1998,20.103,469.054,1.703,1.703,6.77,2333.279,79.897,8.473,469.054,20.103,1864.225
DNK,1989,14.803,201.03,1.193,1.307,6.754,1358.066,83.783,8.061,220.241,16.217,1137.825
DNK,1985,14.191,156.907,1.128,1.192,6.755,1105.686,85,7.947,165.855,15,939.831
DNK,1986,15.192,177.228,1.175,1.231,6.503,1166.579,84.08,7.734,185.716,15.92,980.863
DNK,1987,15.155,189.44,1.221,1.296,6.758,1250.035,83.903,8.054,201.219,16.097,1048.816
DNK,1988,14.52,190.53,1.189,1.292,6.899,1312.205,84.221,8.191,207.047,15.779,1105.158
DNK,1981,11.99,104.416,1.028,1.094,7.481,870.833,87.24,8.575,111.121,12.76,759.712
DNK,1982,12.118,115.765,1.045,1.114,7.511,955.275,87.087,8.624,123.356,12.913,831.918
DNK,1983,12.966,129.986,1.091,1.162,7.255,1002.52,86.19,8.418,138.447,13.81,864.073
DNK,1984,13.713,140.475,1.093,1.165,6.805,1024.416,85.379,7.97,149.777,14.621,874.639
DNK,1980,11.865,94.489,0.999,1.072,7.344,796.392,87.258,8.416,101.476,12.742,694.916
DNK,1978,12.383,81.634,1.037,1.102,7.276,659.269,86.85,8.377,86.694,13.15,572.575
DNK,1979,11.36,83.891,0.963,1.037,7.438,738.452,87.766,8.474,90.341,12.234,648.111
DNK,1974,14.077,64.527,1.167,1.241,7.05,458.381,85.031,8.291,68.616,14.969,389.764
DNK,1975,13.717,69.731,1.171,1.243,7.292,508.371,85.432,8.536,74.058,14.568,434.312
DNK,1976,12.125,67.804,1.024,1.1,7.341,559.2,86.965,8.441,72.893,13.035,486.307
DNK,1977,12.734,75.239,1.052,1.116,7.143,590.852,86.492,8.259,79.835,13.512,511.041
DNK,1970,,47.384,1.148,1.217,,,,,50.22,,
